id,name,state_code,latitude,longitude
134218,Tulsipur,Uttar Pradesh,27.5337,82.41653
134219,Tumakuru,Karnataka,13.5,77.0
134221,Tumsar,Maharashtra,21.38333,79.73333
134222,Tuni,Andhra Pradesh,17.35905,82.54607
134223,Tura,Meghalaya,25.51421,90.20239
134224,Turaiyur,Tamil Nadu,11.14968,78.5987
134225,Turuvekere,Karnataka,13.16374,76.66641
134226,Tadepalle,Andhra Pradesh,16.48333,80.6
134227,Tadepallegudem,Andhra Pradesh,16.81467,81.52717
134228,Tadpatri,Andhra Pradesh,14.90832,78.01031
134229,Tajpur,Uttar Pradesh,29.16242,78.48458
134230,Tal,Madhya Pradesh,23.71979,75.38514
134231,Talbahat,Uttar Pradesh,25.04357,78.43441
134232,Talcher,Odisha,20.94927,85.23354
134233,Talgram,Uttar Pradesh,27.04753,79.64811
134234,Talikota,Karnataka,16.47311,76.31085
134235,Tanda,Uttar Pradesh,28.97621,78.94187
134237,Tandur,Telangana,17.24849,77.57698
134238,Taoru,Haryana,28.21173,76.94984
134239,Taramangalam,Tamil Nadu,11.69403,77.97035
134240,Taranagar,Rajasthan,28.6686,75.03207
134241,Tarapur,Maharashtra,19.86499,72.68426
134242,Tasgaon,Maharashtra,17.037,74.60171
134243,Tattayyangarpettai,Tamil Nadu,11.12417,78.44916
134244,Tikamgarh,Madhya Pradesh,24.74327,78.83061
134245,Tikri,Uttar Pradesh,29.2291,77.35479
134246,Tira Sujanpur,Himachal Pradesh,31.83364,76.50539
134247,Tirthahalli,Karnataka,13.68835,75.24548
134248,Tundla,Uttar Pradesh,27.2146,78.23683
134249,Udaipur,Tripura,23.53333,91.48333
134250,Udaipur,Rajasthan,24.33,73.77
134251,Udaipura,Madhya Pradesh,23.07434,78.51108
134252,Udalguri,Assam,26.75367,92.10215
134253,Udangudi,Tamil Nadu,8.42918,78.02968
134254,Udayagiri,Odisha,20.12416,84.36869
134255,Udgir,Maharashtra,18.39258,77.11756
134256,Udham Singh Nagar,,29.02746,79.52347
134257,Udhampur,Jammu and Kashmir,33.0,75.16667
134258,Udpura,Rajasthan,24.73355,75.97514
134259,Udumalaippettai,Tamil Nadu,10.58806,77.24779
134260,Udupi,Karnataka,13.5,74.87
134261,Ugu,Uttar Pradesh,26.79681,80.32093
134262,Ujhani,Uttar Pradesh,28.00311,79.00821
134263,Ujjain,Madhya Pradesh,23.41667,75.5
134264,Ukhrul,Manipur,25.04828,94.35883
134265,Uklana,Haryana,29.51124,75.87823
134266,Ukwa,Madhya Pradesh,21.97102,80.46625
134267,Ulhasnagar,Maharashtra,19.21667,73.15
134268,Ullal,Karnataka,12.80569,74.86058
134269,Umarga,Maharashtra,17.83841,76.62331
134270,Umaria,Madhya Pradesh,23.52473,80.83716
134272,Umarkhed,Maharashtra,19.60144,77.68878
134273,Umarkot,Chhattisgarh,19.66529,82.20629
134274,Umred,Maharashtra,20.85396,79.32466
134275,Umreth,Gujarat,22.69881,73.11561
134276,Umri,Madhya Pradesh,26.51056,78.93667
134277,Umrala,Gujarat,21.84353,71.80305
134278,Un,Gujarat,23.88745,71.76975
134279,Una,Himachal Pradesh,31.46493,76.26914
134280,Una,Gujarat,20.82318,71.03795
134281,Unakoti,Tripura,24.32781,92.00377
134282,Unhel,Madhya Pradesh,23.33794,75.55931
134283,Uniara,Rajasthan,26.15336,75.21523
134284,Unjha,Gujarat,23.80366,72.39101
134285,Unnao,Uttar Pradesh,26.5,80.5
134286,Upleta,Gujarat,21.74015,70.28256
134287,Uppal Kalan,Telangana,17.40577,78.55911
134288,Upper Siang,Arunachal Pradesh,28.83355,94.91806
134289,Upper Subansiri,Arunachal Pradesh,28.3,94.0
134290,Uppiliyapuram,Tamil Nadu,11.26356,78.5139
134291,Uran,Maharashtra,18.87813,72.93924
134292,Uravakonda,Andhra Pradesh,14.94348,77.25494
134293,Uri,Jammu and Kashmir,34.08064,74.05088
134294,Usehat,Uttar Pradesh,27.79796,79.23763
134295,Usilampatti,Tamil Nadu,9.96936,77.78621
134296,Utraula,Uttar Pradesh,27.31933,82.41872
134297,Utran,Gujarat,21.23333,72.86667
134298,Uttamapalaiyam,Tamil Nadu,9.80701,77.32718
134299,Uttar Bastar Kanker,Chhattisgarh,20.2,81.1
134300,Uttar Kannada,Karnataka,14.88333,74.58333
134301,Uttarkashi,,30.72986,78.44342
134302,Uttiramerur,Tamil Nadu,12.61433,79.75748
134303,V.S.K.Valasai (Dindigul-Dist.),Tamil Nadu,10.31549,78.15141
134304,Vadakku Valliyur,Tamil Nadu,8.38286,77.61221
134305,Vadakku Viravanallur,Tamil Nadu,8.69786,77.51916
134306,Vadamadurai,Tamil Nadu,10.44081,78.09784
134307,Vadigenhalli,Karnataka,13.29724,77.80184
134308,Vadlapudi,Andhra Pradesh,14.31119,79.8043
134309,Vadnagar,Gujarat,23.78593,72.63893
134310,Vadodara,Gujarat,22.29941,73.20812
134311,Vagator,Goa,15.59766,73.74496
134312,Vaijapur,Maharashtra,19.92672,74.7275
134313,Vaikam,Kerala,9.74858,76.39637
134314,Vaishali,Bihar,25.75,85.41667
134316,Valangaiman,Tamil Nadu,10.89012,79.39322
134317,Valavanur,Tamil Nadu,11.92094,79.58239
134318,Vallabh Vidyanagar,Gujarat,22.53333,72.9
134319,Vallam,Tamil Nadu,10.71988,79.05981
134320,Valparai,Tamil Nadu,10.32691,76.95116
134321,Valpoy,Goa,15.53239,74.13671
134322,Valsad,Gujarat,20.5,73.08333
134323,Vandalur,Tamil Nadu,12.8924,80.08079
134324,Vandavasi,Tamil Nadu,12.50429,79.60556
134325,Vaniyambadi,Tamil Nadu,12.68162,78.62014
134326,Vapi,Gujarat,20.37175,72.90493
134327,Varanasi,Uttar Pradesh,25.31668,83.01041
134328,Varangaon,Maharashtra,21.01767,75.91042
134329,Varca,Goa,15.23237,73.94311
134330,Varkala,Kerala,8.7333,76.7167
134331,Vartej,Gujarat,21.73947,72.06553
134332,Vasa,Gujarat,22.66079,72.75519
134333,Vasco da Gama,Goa,15.39585,73.81568
134334,Vasind,Maharashtra,19.40844,73.26285
134335,Vattalkundu,Tamil Nadu,10.16069,77.75883
134336,Vayalar,Kerala,9.71158,76.33888
134337,Vedaraniyam,Tamil Nadu,10.37208,79.85095
134338,Vedasandur,Tamil Nadu,10.53102,77.95019
134339,Vejalpur,Gujarat,22.69021,73.56299
134340,Velankanni,Tamil Nadu,10.68333,79.83333
134341,Vellore,Tamil Nadu,12.86,79.035
134342,Vellanur,Tamil Nadu,13.15804,80.10634
134343,Velur,Tamil Nadu,11.10825,78.00113
134344,Vemalwada,Telangana,18.46523,78.86894
134345,Vengavasal,Tamil Nadu,12.89911,80.169
134346,Vengurla,Maharashtra,15.86125,73.63182
134347,Venkatagiri,Andhra Pradesh,13.96005,79.58032
134348,Vepagunta,Andhra Pradesh,17.77844,83.21577
134349,Veraval,Gujarat,20.9077,70.36786
134350,Vetapalem,Andhra Pradesh,15.78502,80.30663
134351,Vettaikkaranpudur,Tamil Nadu,10.56207,76.91305
134352,Vettavalam,Tamil Nadu,12.10769,79.24516
134353,Vettur,Kerala,8.71742,76.72582
134354,Vidisha,Madhya Pradesh,23.91667,78.0
134355,Vijayapuri,Tamil Nadu,11.2453,77.50066
134356,Vijayawada,Andhra Pradesh,16.50745,80.6466
134357,Vijapur,Gujarat,23.5623,72.74848
134358,Vikravandi,Tamil Nadu,12.0369,79.54595
134359,Vikarabad,Telangana,17.3381,77.90441
134360,Vikasnagar,,30.46944,77.77275
134361,Vilattikulam,Tamil Nadu,9.13227,78.16635
134362,Villupuram,Tamil Nadu,11.99,79.37
134364,Vinukonda,Andhra Pradesh,16.0531,79.73964
134365,Virpur,Gujarat,23.1892,73.47987
134366,Virudhunagar,Tamil Nadu,9.45,77.92
134368,Virar,Maharashtra,19.45591,72.81136
134369,Visakhapatnam,Andhra Pradesh,17.68009,83.20161
134371,Visnagar,Gujarat,23.69855,72.5521
134372,Vite,Maharashtra,17.27343,74.53792
134373,Vizianagaram,Andhra Pradesh,18.11692,83.41148
134374,Vizianagaram District,Andhra Pradesh,18.41102,83.37677
134375,Vriddhachalam,Tamil Nadu,11.5183,79.32411
134376,Vrindavan,Uttar Pradesh,27.58105,77.69662
134377,Vuyyuru,Andhra Pradesh,16.36307,80.84406
134378,Vyara,Gujarat,21.11079,73.39365
134379,Vada,Maharashtra,19.65347,73.14811
134380,Vadippatti,Tamil Nadu,10.08481,77.96113
134381,Vaghodia,Gujarat,22.30505,73.40016
134384,Vasudevanallur,Tamil Nadu,9.24171,77.41177
134385,Viraganur,Tamil Nadu,11.47613,78.73553
134386,Virarajendrapet,Karnataka,12.19644,75.80512
134387,Visavadar,Gujarat,21.33954,70.74966
134388,Wadgaon,Maharashtra,18.7392,73.63945
134389,Waghai,Gujarat,20.77048,73.50074
134390,Wai,Maharashtra,17.95276,73.89058
134391,Walajapet,Tamil Nadu,12.9251,79.36626
134392,Wallajahbad,Tamil Nadu,12.79041,79.82358
134393,Wani,Maharashtra,20.05507,78.95313
134394,Wanparti,Telangana,16.36738,78.06889
134395,Warangal,Telangana,18.0,79.83333
134396,Wardha,Maharashtra,20.73933,78.59784
134397,Warora,Maharashtra,20.22885,79.00277
134398,Warud,Maharashtra,21.47101,78.26965
134399,Washim,Maharashtra,20.2,77.2
134400,Wayanad,Kerala,11.605,76.083
134401,Wazirganj,Uttar Pradesh,28.21145,79.05665
134402,Wellington,Tamil Nadu,11.36552,76.78442
134403,Wer,Rajasthan,27.0186,77.17636
134404,West Delhi,Delhi,28.65655,77.10068
134405,West District,Sikkim,27.33333,88.25
134406,West Garo Hills,Meghalaya,25.56794,90.22447
134407,West Godavari,Andhra Pradesh,17.0,81.16667
134408,West Jaintia Hills,Meghalaya,25.5,92.25
134409,West Kameng,Arunachal Pradesh,27.4,92.35
134410,West Khasi Hills,Meghalaya,25.54776,91.26957
134411,West Siang,Arunachal Pradesh,28.4,94.55
134412,West Tripura,Tripura,23.91667,91.5
134413,Wokha,Nagaland,26.16667,94.25
134414,Wadi,Karnataka,17.05183,76.99048
134416,Wankaner,Gujarat,22.61198,70.94379
134417,Waris Aliganj,Bihar,25.0172,85.64047
134418,Waraseoni,Madhya Pradesh,21.76184,80.04301
134420,Yadgir,Karnataka,16.73,76.94
134422,Yamunanagar,Haryana,30.23644,77.30498
134424,Yanam,Andhra Pradesh,16.73308,82.21364
134425,Yanam,Puducherry,16.73463,82.21773
134426,Yanamalakuduru,Andhra Pradesh,16.48531,80.66746
134427,Yavatmal,Maharashtra,20.15,78.35
134429,Yelahanka,Karnataka,13.10073,77.59632
134430,Yelandur,Karnataka,12.04629,77.03034
134431,Yelbarga,Karnataka,15.61545,76.01184
134432,Yellandu,Telangana,17.59064,80.32146
134433,Yellapur,Karnataka,14.9637,74.70929
134434,Yeola,Maharashtra,20.0424,74.48944
134435,Yol,Himachal Pradesh,32.16423,76.19622
134437,Yarada,Andhra Pradesh,17.65872,83.27419
134438,Yaval,Maharashtra,21.16772,75.69762
134439,Zafarabad,Uttar Pradesh,25.69867,82.73354
134440,Zahirabad,Telangana,17.68138,77.60743
134441,Zaidpur,Uttar Pradesh,26.83093,81.32929
134442,Zamania,Uttar Pradesh,25.41961,83.55786
134443,Zira,Punjab,30.96853,74.99106
134444,Ziro,Arunachal Pradesh,27.59497,93.83854
134445,Zunheboto,Nagaland,26.0,94.5
134446,patamda,Jharkhand,24.3,85.41667
134447,pedda nakkalapalem,Andhra Pradesh,15.8668,80.16202
134448,vadlamuru,Andhra Pradesh,17.09545,82.16565
134449,Abu,Rajasthan,24.59365,72.71756
134450,Abu Road,Rajasthan,24.48012,72.78186
134451,Adilabad,Telangana,19.5,78.5
134452,Adoni,Andhra Pradesh,15.62788,77.27495
134454,Alampur,Telangana,15.87987,78.13352
134455,Alangudi,Tamil Nadu,10.3606,78.98492
134456,Alangulam,Tamil Nadu,8.86404,77.49937
134457,Alappakkam,Tamil Nadu,11.59895,79.71893
134458,Ambasa,Tripura,23.936,91.85436
134459,Amli,,20.28333,73.01667
134460,Andippatti,Tamil Nadu,9.99797,77.62097
134461,Arangaon,Maharashtra,19.02681,74.71487
134462,Aron,Madhya Pradesh,24.38109,77.41739
134463,Arvi,Maharashtra,20.99585,78.22914
134464,Asandh,Haryana,29.52119,76.60552
134465,Asika,Odisha,19.61114,84.65998
134466,Asind,Rajasthan,25.7342,74.33278
134467,Athagarh,Odisha,20.51999,85.62965
134468,Attayyampatti,Tamil Nadu,11.53272,78.05363
134469,Avadi,Tamil Nadu,13.1147,80.10981
134471,Un,Uttar Pradesh,29.58479,77.2554
134472,Uttukkuli,Tamil Nadu,11.16892,77.45431
141852,Ahmedpur,West Bengal,23.83009,87.68661
141853,Aistala,West Bengal,23.18,88.58
141854,Aknapur,West Bengal,18.38576389,77.27225278
141855,Alipurduar,West Bengal,26.49136,89.52796
141857,Amta,West Bengal,22.57333333,88.01611111
141858,Amtala,West Bengal,22.22,88.17
141859,Andal,West Bengal,23.6,87.2
141860,Arambagh community development block,West Bengal,22.88,87.78
141861,Asansol,West Bengal,23.68333333,86.96666667
141862,Ashoknagar Kalyangarh,West Bengal,22.833,88.633
141863,Badkulla,West Bengal,23.28,88.53
141864,Baduria,West Bengal,22.74,88.79
141865,Bagdogra,West Bengal,26.699804,88.319392
141866,Bagnan,West Bengal,22.47,87.97
141867,Bagula,West Bengal,23.335,88.644
141868,Bahula,West Bengal,23.657419,87.195974
141869,Baidyabati,West Bengal,22.79,88.32
141870,Bakreswar,West Bengal,23.8832,87.37265
141871,Balarampur,West Bengal,23.09714,86.22292
141872,Bally,West Bengal,22.65,88.34
141873,Balurghat,West Bengal,25.21666667,88.76666667
141874,Bamangola community development block,West Bengal,25.17,88.335
141875,Baneswar,West Bengal,26.65,89.81666667
141876,Bangaon,West Bengal,23.07,88.82
141877,Bankra,West Bengal,22.63,88.3
141878,Bankura,West Bengal,23.25,87.06666667
141879,Bansberia,West Bengal,22.97,88.4
141880,Bansihari community development block,West Bengal,25.4,88.4167
141881,Barabazar,West Bengal,23.36,86.65
141882,Baranagar,West Bengal,22.64,88.37
141883,Barasat,West Bengal,22.23333333,88.45
141884,Bardhaman,West Bengal,23.25,87.85
141885,Barjora,West Bengal,23.43333333,87.28333333
141886,Barrackpore,West Bengal,22.75,88.36666667
141887,Baruipur,West Bengal,22.35,88.44
141888,Basanti,West Bengal,22.1891534,88.6705685
141889,Basirhat,West Bengal,22.65722222,88.89416667
141890,Begampur,West Bengal,22.74,88.24
141891,Belda,West Bengal,22.08,87.35
141892,Beldanga,West Bengal,23.93,88.25
141893,Beliatore,West Bengal,23.33333333,87.21666667
141894,Berhampore,West Bengal,24.1,88.25
141895,Bhadreswar,West Bengal,22.82,88.35
141896,Bhandardaha,West Bengal,22.62,88.21
141897,Bhatpara,West Bengal,22.86666667,88.41666667
141898,Birbhum district,West Bengal,24.0,87.58333
141899,Birpara,West Bengal,26.5,89.5
141900,Bishnupur,West Bengal,22.38,88.27
141901,Bolpur,West Bengal,23.67,87.72
141902,Budge Budge,West Bengal,22.47,88.17
141903,Bali Chak,West Bengal,22.36482,87.55304
141904,Bawali,West Bengal,22.42563,88.19336
141905,Canning,West Bengal,22.32,88.67
141906,Chakapara,West Bengal,22.63,88.35
141907,Chakdaha,West Bengal,23.08,88.52
141908,Champadanga,West Bengal,22.83,87.96
141909,Champdani,West Bengal,22.8,88.37
141910,Chandannagar,West Bengal,22.86666667,88.38333333
141911,Chandrakona,West Bengal,22.73,87.52
141912,Chittaranjan,West Bengal,23.87,86.87
141913,Churulia,West Bengal,23.78,87.08
141914,Champahati,West Bengal,22.40026,88.49209
141915,Contai,West Bengal,21.78,87.75
141916,Cooch Behar,West Bengal,26.31666667,89.43333333
141917,Cossimbazar,West Bengal,24.12,88.28
141918,Dakshin Dinajpur district,West Bengal,25.22,88.76
141919,Dalkola,West Bengal,25.87577,87.84009
141920,Dam Dam,West Bengal,22.63333333,88.42277778
141921,Darjeeling,West Bengal,27.04166667,88.26305556
141922,Daulatpur,West Bengal,25.32605,88.32989
141923,Debagram,West Bengal,23.68333333,88.28333333
141924,Debipur,West Bengal,24.25029,88.61824
141925,Dhaniakhali community development block,West Bengal,22.97,88.1
141926,Dhulagari,West Bengal,22.58222222,88.17111111
141927,Dhulian,West Bengal,24.68,87.97
141928,Dhupguri,West Bengal,26.6,89.02
141929,Diamond Harbour,West Bengal,22.2,88.2
141930,Digha,West Bengal,21.68,87.55
141931,Dinhata,West Bengal,26.13,89.47
141932,Domjur,West Bengal,22.64,88.22
141933,Dubrajpur,West Bengal,23.8,87.38
141934,Durgapur,West Bengal,23.55,87.32
141935,Egra,West Bengal,21.9,87.53
141936,Falakata,West Bengal,26.53,89.2
141937,Farakka,West Bengal,24.81667,87.9
141938,Fort Gloster,West Bengal,22.50444444,88.18333333
141939,Gaighata community development block,West Bengal,22.93,88.73
141940,Gairkata,West Bengal,26.68,89.03
141941,Gangadharpur,West Bengal,22.7604,88.2218
141942,Gangarampur,West Bengal,25.4,88.52
141943,Garui,West Bengal,22.63333333,88.4
141944,Garulia,West Bengal,22.82,88.37
141945,Ghatal,West Bengal,22.67,87.72
141946,Giria,West Bengal,24.51666667,88.06666667
141947,Gobardanga,West Bengal,22.87,88.76
141948,Gobindapur,West Bengal,22.59306,88.09139
141949,Gopinathpur,West Bengal,23.22,88.15
141950,Gopalpur,West Bengal,22.61845,88.75119
141951,Gorubathan,West Bengal,26.97,88.7
141952,Gosaba,West Bengal,22.16,88.8
141953,Gosanimari,West Bengal,26.15,89.36666667
141954,Gurdaha,West Bengal,22.73472222,88.75944444
141955,Guskhara,West Bengal,23.49277778,87.73472222
141956,Habra,West Bengal,22.83,88.63
141957,Haldia,West Bengal,22.06046,88.10975
141958,Haldibari,West Bengal,26.33,88.77
141959,Halisahar,West Bengal,22.95,88.42
141960,Harindanga,West Bengal,22.03333333,88.31666667
141961,Haringhata,West Bengal,22.95,88.57
141962,Haripur,West Bengal,22.93611,88.23194
141963,Hasimara,West Bengal,26.75,89.35
141964,Hindusthan Cables Town,West Bengal,23.82,86.9
141965,Hooghly district,West Bengal,22.91,88.39
141966,Howrah,West Bengal,22.57688,88.31857
141967,Ichapur,West Bengal,22.80499,88.37088
141968,Indpur community development block,West Bengal,23.1667,86.9333
141969,Ingraj Bazar,West Bengal,25.00447,88.14573
141970,Islampur,West Bengal,26.27,88.2
141971,Jafarpur,West Bengal,22.32,88.23
141972,Jaigaon,West Bengal,26.86666667,89.38333333
141973,Jalpaiguri,West Bengal,26.51666667,88.73333333
141974,Jamuria,West Bengal,23.7,87.08
141975,Jangipur,West Bengal,24.47001,88.07659
141976,Jaynagar Majilpur,West Bengal,22.17722222,88.42583333
141977,Jejur,West Bengal,22.88,88.12
141978,Jhalida,West Bengal,23.36541,85.97581
141979,Jhargram,West Bengal,22.45,86.98
141980,Jhilimili,West Bengal,22.8167,86.6167
141981,Kakdwip,West Bengal,21.8833,88.1833
141982,Kalaikunda,West Bengal,22.33916667,87.22638889
141983,Kaliaganj,West Bengal,25.63,88.32
141984,Kalimpong,West Bengal,27.07059,88.47529
141985,Kalna,West Bengal,23.22,88.37
141986,Kalyani,West Bengal,22.975,88.43444444
141987,Kamarhati,West Bengal,22.67,88.37
141988,Kamarpukur,West Bengal,22.91,87.65
141989,Kanchrapara,West Bengal,22.97,88.43
141990,Kandi,West Bengal,23.95,88.03
141991,Karimpur,West Bengal,23.96666667,88.61666667
141992,Katwa,West Bengal,23.65,88.13
141993,Kenda,West Bengal,23.2,86.53
141994,Keshabpur,West Bengal,22.97,88.26
141995,Kharagpur,West Bengal,22.330239,87.323653
141996,Kharar,West Bengal,22.7,87.68
141997,Kharba,West Bengal,25.42,88.07
141998,Khardaha,West Bengal,22.72,88.38
141999,Khatra,West Bengal,22.98,86.85
142000,Kirnahar,West Bengal,23.75,87.87
142001,Kolkata,West Bengal,22.54111111,88.33777778
142002,Konnagar,West Bengal,22.7,88.35
142003,Krishnanagar,West Bengal,23.4,88.5
142004,Krishnapur,West Bengal,22.67,88.26
142005,Kshirpai,West Bengal,22.7109664,87.6174038
142006,Kulpi,West Bengal,22.08,88.24
142007,Kultali,West Bengal,21.9,88.4
142008,Kulti,West Bengal,23.73,86.85
142009,Kurseong,West Bengal,26.88,88.28
142010,Lalgarh,West Bengal,22.58,87.05
142011,Lalgola,West Bengal,24.42,88.25
142012,Loyabad,West Bengal,23.67,86.67
142013,Madanpur,West Bengal,23.02,88.48
142014,Madhyamgram,West Bengal,22.7,88.45
142015,Mahiari,West Bengal,22.59,88.24
142016,Mahishadal community development block,West Bengal,22.183333,87.983333
142017,Mainaguri,West Bengal,26.57,88.82
142018,Manikpara,West Bengal,22.36666667,87.11666667
142019,Masila,West Bengal,22.58083,88.23278
142020,Mathabhanga,West Bengal,26.34197,89.21555
142021,Matiali community development block,West Bengal,26.927159,88.8133049
142022,Matigara community development block,West Bengal,26.716667,88.383333
142023,Medinipur,West Bengal,22.43333333,87.33333333
142024,Mejia community development block,West Bengal,23.57,87.1
142025,Memari,West Bengal,23.2,88.12
142026,Mirik,West Bengal,26.887,88.187
142028,Monoharpur,West Bengal,22.68,88.3
142029,Muragacha,West Bengal,23.53631,88.39425
142030,Muri,West Bengal,23.37,85.86
142031,Murshidabad,West Bengal,24.18,88.27
142032,Nabadwip,West Bengal,23.40722222,88.37777778
142033,Nabagram,West Bengal,22.29,88.51
142034,Nadia district,West Bengal,23.4,88.5
142035,Nagarukhra,West Bengal,22.94099,88.63701
142036,Nagrakata,West Bengal,26.9,88.9667
142037,Naihati,West Bengal,22.9,88.42
142038,Naksalbari,West Bengal,26.68333333,88.21666667
142039,Nalhati,West Bengal,24.3,87.82
142040,Nalpur,West Bengal,22.53,88.19
142041,Namkhana community development block,West Bengal,21.7,88.14
142042,Nandigram,West Bengal,22.01,87.99
142043,Nangi,West Bengal,22.50833333,88.21527778
142044,Nayagram community development block,West Bengal,22.0319,87.1781
142045,North 24 Parganas district,West Bengal,22.13,88.5
142046,Odlabari,West Bengal,26.83638889,88.62944444
142047,Paikpara,West Bengal,24.77121,87.92251
142048,Panagarh,West Bengal,23.45,87.43
142049,Panchla,West Bengal,22.54,88.14
142050,Panchmura,West Bengal,22.9667,87.1667
142051,Pandua,West Bengal,23.08,88.28
142052,Panihati,West Bengal,22.69,88.37
142053,Panskura,West Bengal,22.42,87.7
142054,Parbatipur,West Bengal,22.6625,88.22222
142055,Paschim Medinipur district,West Bengal,22.43333333,87.33333333
142056,Patiram,West Bengal,25.31666667,88.75
142057,Patuli,West Bengal,23.55,88.25
142058,Pujali,West Bengal,22.47,88.15
142059,Puncha community development block,West Bengal,23.123,86.653
142060,Purba Medinipur district,West Bengal,22.3,87.91666667
142061,Purulia,West Bengal,23.33333333,86.36666667
142062,Patrasaer,West Bengal,23.19697,87.53319
142063,Raghudebbati,West Bengal,22.53,88.2
142064,Raghunathpur,West Bengal,23.55,86.67
142065,Raiganj,West Bengal,25.61666667,88.11666667
142066,Rajmahal,West Bengal,25.05,87.84
142067,Rajnagar community development block,West Bengal,23.9472,87.3625
142068,Ramchandrapur,West Bengal,22.9,88.48
142069,Ramjibanpur,West Bengal,22.83,87.62
142070,Rampur Hat,West Bengal,24.17737,87.78275
142071,Ranaghat,West Bengal,23.18,88.58
142072,Raniganj,West Bengal,23.62,87.13
142073,Raypur,West Bengal,22.41083,88.50944
142074,Rishra,West Bengal,22.71,88.35
142075,Ramnagar,West Bengal,22.77778,88.24639
142076,Sahapur,West Bengal,22.52,88.17
142077,Sainthia,West Bengal,23.95,87.67
142078,Salanpur community development block,West Bengal,23.76702,86.87492
142079,Sankarpur,West Bengal,23.6,87.2
142080,Sankrail,West Bengal,22.57,88.24
142081,Santipur,West Bengal,23.25,88.43
142082,Santoshpur,West Bengal,22.5,88.17
142083,Santuri community development block,West Bengal,23.5272,86.85709
142084,Sarenga,West Bengal,22.54,88.21
142085,Serampore,West Bengal,22.75,88.34
142086,Serpur,West Bengal,24.13,88.0
142087,Shyamnagar West Bengal,West Bengal,22.83,88.37
142088,Siliguri,West Bengal,26.71004,88.42851
142089,Singur,West Bengal,22.81,88.23
142090,Sodpur,West Bengal,22.70416667,88.39166667
142091,Solap,West Bengal,22.12777778,88.15861111
142092,Sonada,West Bengal,27.0,88.14
142093,Sonamukhi,West Bengal,23.3,87.42
142094,Sonarpur community development block,West Bengal,22.44259,88.43044
142095,South 24 Parganas district,West Bengal,22.16197,88.4317
142096,Srikhanda,West Bengal,23.6,88.0833
142097,Srirampur,West Bengal,23.35,88.12
142098,Suri,West Bengal,23.91666667,87.53333333
142099,Swarupnagar community development block,West Bengal,22.8333,88.8667
142100,Takdah,West Bengal,27.0333,88.3667
142101,Taki,West Bengal,22.59,88.92
142102,Tamluk,West Bengal,22.3,87.91666667
142103,Tarakeswar,West Bengal,22.89,88.02
142104,Titagarh,West Bengal,22.74,88.37
142105,Tufanganj,West Bengal,26.32,89.67
142106,Tulin,West Bengal,23.37,85.9
142107,Uchalan,West Bengal,23.0333,87.7833
142108,Ula,West Bengal,22.7225,88.55556
142109,Uluberia,West Bengal,22.47,88.11
142110,Uttar Dinajpur district,West Bengal,25.62,88.12
142111,Uttarpara Kotrung,West Bengal,22.67,88.35
142112,Amlagora,West Bengal,22.84616,87.33559
142125,Bagasara,Gujarat,21.48333333,70.95
142126,Dahod,Gujarat,22.52,74.15
142127,Dangs (India),Gujarat,20.75,73.75
142128,Delwada,Gujarat,20.7833,71.05
142129,Jalalpore,Gujarat,20.9491,72.9136
142130,Jodia,Gujarat,22.71667,70.28333
142132,Khambhalia,Gujarat,22.2,69.65
142133,Kutch district,Gujarat,23.915,70.367
142134,Mandvi (Surat),Gujarat,21.25526,73.30412
142135,Mehsana,Gujarat,23.6,72.4
142136,Morva (Hadaf),Gujarat,22.90469,73.83912
142137,Panchmahal district,Gujarat,22.75,73.6
142138,Pavi Jetpur,Gujarat,22.34472,73.84093
142139,Siddhpur,Gujarat,23.9167,72.3833
142140,Thangadh,Gujarat,22.56666667,71.18333333
142141,Vallabhipur,Gujarat,21.8878,71.8795
142142,Vansda,Gujarat,20.45,73.22
142143,Vaso,Gujarat,22.66079,72.75519
142144,Vinchhiya,Gujarat,22.21027,71.37967
142145,Wadhai,Gujarat,20.76666667,73.48333333
142146,Wadhwan,Gujarat,22.7,71.68333333
143761,Bholath,Punjab,31.54277778,75.5075
143762,Dhudi,Punjab,30.69636,74.85246
143763,Dera Bassi,Punjab,30.5872,76.8428
143764,Ishanpur,Punjab,30.63929,76.11761
147426,Aidalpur,Uttar Pradesh,26.13333333,79.45
147427,Airwa,Uttar Pradesh,26.9,79.43333333
147428,Akola,Uttar Pradesh,27.06547,77.88084
147429,Allahabad,Uttar Pradesh,25.45,81.85
147430,Amauli,Uttar Pradesh,26.01666667,80.3
147431,Araul,Uttar Pradesh,26.917,80.033
147432,Asalatganj,Uttar Pradesh,26.68333333,79.85
147433,Azizpur,Uttar Pradesh,26.97638889,79.22138889
147434,Baghra,Uttar Pradesh,29.46666667,77.58333333
147435,Baksar,Uttar Pradesh,28.76666667,78.01666667
147436,Balamau,Uttar Pradesh,27.16666667,80.35
147437,Baldeo,Uttar Pradesh,27.41666667,77.81666667
147438,Banthra,Uttar Pradesh,27.9172,79.8174
147439,Barhalganj,Uttar Pradesh,26.28333333,83.5
147440,Barkhera,Uttar Pradesh,28.45,79.8
147441,Barokhar,Uttar Pradesh,24.91666667,81.96666667
147442,Barwar (Lakhimpur Kheri),Uttar Pradesh,25.50583333,79.13972222
147443,Belthara,Uttar Pradesh,26.12694444,83.89138889
147444,Bhadarsa,Uttar Pradesh,26.66027778,82.12416667
